instance_id,model_name,architecture,normalised_entropy,mean_accuracy,n_perturbations,n_unique_answers,dataset,domain,params,dataset_order
mm_0111723,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0111723,BioBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0111723,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0111876,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0111876,BioBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0111876,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0112227,BERT-base,encoder,0.5645750340535796,0.0,6,,MedMentions,general,110M,0
mm_0112227,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112227,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112233,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0112233,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112233,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112509,BERT-base,encoder,0.5197589750988045,0.0,6,,MedMentions,general,110M,0
mm_0112509,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112509,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0112789,BERT-base,encoder,0.3756149631508355,0.0,5,,MedMentions,general,110M,0
mm_0112789,BioBERT,encoder,0.3756149631508355,0.0,5,,MedMentions,biomedical,110M,0
mm_0112789,PubMedBERT,encoder,0.3756149631508355,0.0,5,,MedMentions,biomedical,110M,0
mm_0112894,BERT-base,encoder,0.2792799101286606,0.0,5,,MedMentions,general,110M,0
mm_0112894,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0112894,PubMedBERT,encoder,0.3756149631508355,0.0,5,,MedMentions,biomedical,110M,0
mm_0113609,BERT-base,encoder,0.3756149631508355,0.0,5,,MedMentions,general,110M,0
mm_0113609,BioBERT,encoder,0.5887621559162939,0.0,5,,MedMentions,biomedical,110M,0
mm_0113609,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0114471,BERT-base,encoder,-0.0,0.0,3,,MedMentions,general,110M,0
mm_0114471,BioBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0114471,PubMedBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0115142,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0115142,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0115142,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0116349,BERT-base,encoder,0.430676558073393,0.0,4,,MedMentions,general,110M,0
mm_0116349,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0116349,PubMedBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0116426,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0116426,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0116426,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0116620,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0116620,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0116620,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0117264,BERT-base,encoder,0.3562071871080222,0.5,6,,MedMentions,general,110M,0
mm_0117264,BioBERT,encoder,-0.0,1.0,6,,MedMentions,biomedical,110M,0
mm_0117264,PubMedBERT,encoder,-0.0,1.0,6,,MedMentions,biomedical,110M,0
mm_0117559,BERT-base,encoder,0.4829385452417282,0.0,7,,MedMentions,general,110M,0
mm_0117559,BioBERT,encoder,0.6141236643923694,0.0,7,,MedMentions,biomedical,110M,0
mm_0117559,PubMedBERT,encoder,0.1972242595274425,0.1428571428571428,7,,MedMentions,biomedical,110M,0
mm_0119071,BERT-base,encoder,0.430676558073393,0.0,4,,MedMentions,general,110M,0
mm_0119071,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0119071,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0119329,BERT-base,encoder,-0.0,1.0,4,,MedMentions,general,110M,0
mm_0119329,BioBERT,encoder,-0.0,1.0,4,,MedMentions,biomedical,110M,0
mm_0119329,PubMedBERT,encoder,-0.0,1.0,4,,MedMentions,biomedical,110M,0
mm_0119410,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0119410,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0119410,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0119805,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0119805,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0119805,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0120160,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0120160,BioBERT,encoder,0.2792799101286606,0.0,5,,MedMentions,biomedical,110M,0
mm_0120160,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0120224,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0120224,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0120224,PubMedBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0120578,BERT-base,encoder,0.3756149631508355,0.0,5,,MedMentions,general,110M,0
mm_0120578,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0120578,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0121914,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0121914,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0121914,PubMedBERT,encoder,0.2315426583725049,0.0,6,,MedMentions,biomedical,110M,0
mm_0123151,BERT-base,encoder,0.3756149631508355,0.0,5,,MedMentions,general,110M,0
mm_0123151,BioBERT,encoder,0.2792799101286606,0.0,5,,MedMentions,biomedical,110M,0
mm_0123151,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0123559,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0123559,BioBERT,encoder,0.6309297535714575,0.0,2,,MedMentions,biomedical,110M,0
mm_0123559,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0123712,BERT-base,encoder,0.3756149631508355,0.0,5,,MedMentions,general,110M,0
mm_0123712,BioBERT,encoder,0.3756149631508355,0.0,5,,MedMentions,biomedical,110M,0
mm_0123712,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0123740,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0123740,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0123740,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0123877,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0123877,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0123877,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0123899,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0123899,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0123899,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0124157,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0124157,BioBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0124157,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0124433,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0124433,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0124433,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0124748,BERT-base,encoder,0.5197589750988045,0.0,6,,MedMentions,general,110M,0
mm_0124748,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0124748,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0124772,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0124772,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0124772,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0124804,BERT-base,encoder,0.5197589750988045,0.0,6,,MedMentions,general,110M,0
mm_0124804,BioBERT,encoder,0.5645750340535796,0.0,6,,MedMentions,biomedical,110M,0
mm_0124804,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0124847,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0124847,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0124847,PubMedBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0124918,BERT-base,encoder,0.3271035759815648,0.0,6,,MedMentions,general,110M,0
mm_0124918,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0124918,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125021,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0125021,BioBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0125021,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125530,BERT-base,encoder,0.1972242595274425,0.0,7,,MedMentions,general,110M,0
mm_0125530,BioBERT,encoder,-0.0,0.0,7,,MedMentions,biomedical,110M,0
mm_0125530,PubMedBERT,encoder,-0.0,0.0,7,,MedMentions,biomedical,110M,0
mm_0125540,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0125540,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125540,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125575,BERT-base,encoder,0.2315426583725049,0.0,6,,MedMentions,general,110M,0
mm_0125575,BioBERT,encoder,-0.0,1.0,6,,MedMentions,biomedical,110M,0
mm_0125575,PubMedBERT,encoder,-0.0,1.0,6,,MedMentions,biomedical,110M,0
mm_0125604,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0125604,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125604,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0125831,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0125831,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0125831,PubMedBERT,encoder,0.2792799101286606,0.0,5,,MedMentions,biomedical,110M,0
mm_0126004,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0126004,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0126004,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0126513,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0126513,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0126513,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0127390,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0127390,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0127390,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0127475,BERT-base,encoder,-0.0,0.0,7,,MedMentions,general,110M,0
mm_0127475,BioBERT,encoder,-0.0,1.0,7,,MedMentions,biomedical,110M,0
mm_0127475,PubMedBERT,encoder,0.1972242595274425,0.0,7,,MedMentions,biomedical,110M,0
mm_0127702,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0127702,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0127702,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0127798,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0127798,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0127798,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0128071,BERT-base,encoder,0.2792799101286606,0.0,5,,MedMentions,general,110M,0
mm_0128071,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0128071,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0128293,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0128293,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0128293,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0128830,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0128830,BioBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0128830,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0128980,BERT-base,encoder,0.4595944978287251,0.0,7,,MedMentions,general,110M,0
mm_0128980,BioBERT,encoder,0.1972242595274425,0.0,7,,MedMentions,biomedical,110M,0
mm_0128980,PubMedBERT,encoder,-0.0,0.0,7,,MedMentions,biomedical,110M,0
mm_0129592,BERT-base,encoder,-0.0,0.0,3,,MedMentions,general,110M,0
mm_0129592,BioBERT,encoder,0.4591479170272448,0.6666666666666666,3,,MedMentions,biomedical,110M,0
mm_0129592,PubMedBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0130154,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0130154,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0130154,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0130631,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0130631,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0130631,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0132142,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0132142,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0132142,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0132151,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0132151,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0132151,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0132452,BERT-base,encoder,-0.0,0.0,3,,MedMentions,general,110M,0
mm_0132452,BioBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0132452,PubMedBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0132655,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0132655,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0132655,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0132764,BERT-base,encoder,0.2559297535714574,0.0,8,,MedMentions,general,110M,0
mm_0132764,BioBERT,encoder,-0.0,0.0,8,,MedMentions,biomedical,110M,0
mm_0132764,PubMedBERT,encoder,0.2559297535714574,0.0,8,,MedMentions,biomedical,110M,0
mm_0132893,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0132893,BioBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0132893,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0133360,BERT-base,encoder,0.6384947041348119,0.0,6,,MedMentions,general,110M,0
mm_0133360,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0133360,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0133554,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0133554,BioBERT,encoder,0.5645750340535796,0.0,6,,MedMentions,biomedical,110M,0
mm_0133554,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0133581,BERT-base,encoder,-0.0,1.0,6,,MedMentions,general,110M,0
mm_0133581,BioBERT,encoder,-0.0,1.0,6,,MedMentions,biomedical,110M,0
mm_0133581,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0133687,BERT-base,encoder,-0.0,0.0,3,,MedMentions,general,110M,0
mm_0133687,BioBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0133687,PubMedBERT,encoder,-0.0,0.0,3,,MedMentions,biomedical,110M,0
mm_0134026,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0134026,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0134026,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0135029,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0135029,BioBERT,encoder,0.5197589750988045,0.0,6,,MedMentions,biomedical,110M,0
mm_0135029,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0135287,BERT-base,encoder,0.3271035759815648,0.0,6,,MedMentions,general,110M,0
mm_0135287,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0135287,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0135623,BERT-base,encoder,0.6460148371100897,0.0,4,,MedMentions,general,110M,0
mm_0135623,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0135623,PubMedBERT,encoder,0.6460148371100897,0.0,4,,MedMentions,biomedical,110M,0
mm_0135626,BERT-base,encoder,0.3493984702822971,0.0,4,,MedMentions,general,110M,0
mm_0135626,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0135626,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0136871,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0136871,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0136871,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0137011,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0137011,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0137011,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0137460,BERT-base,encoder,0.430676558073393,0.0,4,,MedMentions,general,110M,0
mm_0137460,BioBERT,encoder,-0.0,1.0,4,,MedMentions,biomedical,110M,0
mm_0137460,PubMedBERT,encoder,-0.0,1.0,4,,MedMentions,biomedical,110M,0
mm_0137480,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0137480,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0137480,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0137726,BERT-base,encoder,0.287706856188877,0.0,7,,MedMentions,general,110M,0
mm_0137726,BioBERT,encoder,0.4595944978287251,0.0,7,,MedMentions,biomedical,110M,0
mm_0137726,PubMedBERT,encoder,0.287706856188877,0.0,7,,MedMentions,biomedical,110M,0
mm_0138166,BERT-base,encoder,-0.0,0.0,2,,MedMentions,general,110M,0
mm_0138166,BioBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0138166,PubMedBERT,encoder,-0.0,0.0,2,,MedMentions,biomedical,110M,0
mm_0138562,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0138562,BioBERT,encoder,0.3756149631508355,0.0,5,,MedMentions,biomedical,110M,0
mm_0138562,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0138803,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0138803,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0138803,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0139717,BERT-base,encoder,0.430676558073393,0.0,4,,MedMentions,general,110M,0
mm_0139717,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0139717,PubMedBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0139812,BERT-base,encoder,0.683310763089587,0.0,6,,MedMentions,general,110M,0
mm_0139812,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0139812,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0140869,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0140869,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0140869,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0141066,BERT-base,encoder,-0.0,0.0,5,,MedMentions,general,110M,0
mm_0141066,BioBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0141066,PubMedBERT,encoder,-0.0,0.0,5,,MedMentions,biomedical,110M,0
mm_0141706,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0141706,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0141706,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0141847,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0141847,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0141847,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0142210,BERT-base,encoder,0.3271035759815648,0.0,6,,MedMentions,general,110M,0
mm_0142210,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0142210,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0142481,BERT-base,encoder,0.2315426583725049,0.0,6,,MedMentions,general,110M,0
mm_0142481,BioBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0142481,PubMedBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0142698,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0142698,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0142698,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0143950,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0143950,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0143950,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0144339,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0144339,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0144339,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0144431,BERT-base,encoder,0.3271035759815648,0.0,6,,MedMentions,general,110M,0
mm_0144431,BioBERT,encoder,0.2315426583725049,0.0,6,,MedMentions,biomedical,110M,0
mm_0144431,PubMedBERT,encoder,0.2315426583725049,0.0,6,,MedMentions,biomedical,110M,0
mm_0144945,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0144945,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0144945,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0146127,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0146127,BioBERT,encoder,0.3271035759815648,0.0,6,,MedMentions,biomedical,110M,0
mm_0146127,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0146149,BERT-base,encoder,0.3493984702822971,0.0,4,,MedMentions,general,110M,0
mm_0146149,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0146149,PubMedBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0146435,BERT-base,encoder,-0.0,0.0,8,,MedMentions,general,110M,0
mm_0146435,BioBERT,encoder,0.2559297535714574,0.0,8,,MedMentions,biomedical,110M,0
mm_0146435,PubMedBERT,encoder,-0.0,0.0,8,,MedMentions,biomedical,110M,0
mm_0146865,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0146865,BioBERT,encoder,0.3493984702822971,0.0,4,,MedMentions,biomedical,110M,0
mm_0146865,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0146868,BERT-base,encoder,-0.0,1.0,6,,MedMentions,general,110M,0
mm_0146868,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0146868,PubMedBERT,encoder,0.3271035759815648,0.6666666666666666,6,,MedMentions,biomedical,110M,0
mm_0147167,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0147167,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0147167,PubMedBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0147345,BERT-base,encoder,-0.0,0.0,4,,MedMentions,general,110M,0
mm_0147345,BioBERT,encoder,-0.0,0.0,4,,MedMentions,biomedical,110M,0
mm_0147345,PubMedBERT,encoder,0.430676558073393,0.0,4,,MedMentions,biomedical,110M,0
mm_0148129,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
mm_0148129,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0148129,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0148711,BERT-base,encoder,0.683310763089587,0.0,6,,MedMentions,general,110M,0
mm_0148711,BioBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0148711,PubMedBERT,encoder,0.4458393050175722,0.0,6,,MedMentions,biomedical,110M,0
mm_0148991,BERT-base,encoder,0.3271035759815648,0.0,6,,MedMentions,general,110M,0
mm_0148991,BioBERT,encoder,0.3562071871080222,0.0,6,,MedMentions,biomedical,110M,0
mm_0148991,PubMedBERT,encoder,-0.0,0.0,6,,MedMentions,biomedical,110M,0
mm_0150343,BERT-base,encoder,-0.0,0.0,6,,MedMentions,general,110M,0
