instance_id,perturbation_id,perturbation_type,mention_context,full_original_text,perturbation_text,lexical_change_magnitude,changed_tokens,changed_tokens_n,changed_pos_tags,linguistic_category,gold_mention,gold_cui,semantic_type,document_id,pmid
mm_0041463,mm_0041463_p05,controlled_paraphrase,We assessed whether these imaging methods could visualize an intimal flap and/or double lumen sign in the participants and compared the results between HR-FSE and the other modalities.,"Visualization of the Intimal Flap in Intracranial Arterial Dissection Using High-Resolution 3T MRI Presence of an intimal flap is a critical imaging finding in diagnosing intracranial artery dissection (ICAD). Recent reports showed that high-resolution magnetic resonance imaging (MRI) was better at identifying intimal flaps as compared with routine MRI techniques used in clinical settings. However, no current standardized sequence for high-resolution MRI without gadolinium enhancement produces images of satisfactory quality with clinically tolerable scanning times. This study evaluated a nonenhanced high-resolution fast spin echo (HR-FSE) MRI sequence for visualizing intimal flaps in patients with ICAD. Three patients with ICAD underwent plain MRI examination using a 2-dimensional T2-weighted FSE imaging sequence optimized for our 3T system (in-plane pixel size, .23 mm × .23 mm; slice thickness 3 mm with no interslice gap), as well as scanning with conventional modalities, including CT angiography, magnetic resonance angiography, and digital subtraction angiography. We assessed whether these imaging methods could visualize an intimal flap and/or double lumen sign in the participants and compared the results between HR-FSE and the other modalities. HR-FSE images clearly showed intimal flaps and double lumen signs in all 3 patients, whereas the conventional modalities identified a double lumen sign in only 2 of the 3 patients. The present method of optimized HR-FSE imaging with a 3T system improved visualization of intimal flaps and should thus be considered for assessing patients with suspected ICAD that cannot be definitively diagnosed by conventional imaging modalities.",We examined whether the imaging methods were capable of detecting an intimal flap and/or double lumen sign in the subjects and distinguished between HR-FSE and other modalities.,0.32608695652173914,examined|the|were|capable|of|detecting|subjects|distinguished,8,VERB|DET|AUX|ADJ|ADP|VERB|NOUN|VERB,mixed,intimal flap,UMLS:C0038925,T017,27510458,27510458
mm_0041463,mm_0041463_p06,controlled_paraphrase,We assessed whether these imaging methods could visualize an intimal flap and/or double lumen sign in the participants and compared the results between HR-FSE and the other modalities.,"Visualization of the Intimal Flap in Intracranial Arterial Dissection Using High-Resolution 3T MRI Presence of an intimal flap is a critical imaging finding in diagnosing intracranial artery dissection (ICAD). Recent reports showed that high-resolution magnetic resonance imaging (MRI) was better at identifying intimal flaps as compared with routine MRI techniques used in clinical settings. However, no current standardized sequence for high-resolution MRI without gadolinium enhancement produces images of satisfactory quality with clinically tolerable scanning times. This study evaluated a nonenhanced high-resolution fast spin echo (HR-FSE) MRI sequence for visualizing intimal flaps in patients with ICAD. Three patients with ICAD underwent plain MRI examination using a 2-dimensional T2-weighted FSE imaging sequence optimized for our 3T system (in-plane pixel size, .23 mm × .23 mm; slice thickness 3 mm with no interslice gap), as well as scanning with conventional modalities, including CT angiography, magnetic resonance angiography, and digital subtraction angiography. We assessed whether these imaging methods could visualize an intimal flap and/or double lumen sign in the participants and compared the results between HR-FSE and the other modalities. HR-FSE images clearly showed intimal flaps and double lumen signs in all 3 patients, whereas the conventional modalities identified a double lumen sign in only 2 of the 3 patients. The present method of optimized HR-FSE imaging with a 3T system improved visualization of intimal flaps and should thus be considered for assessing patients with suspected ICAD that cannot be definitively diagnosed by conventional imaging modalities.",We examined whether the imaging methods were capable of detecting an intimal flap and/or double lumen sign in the subjects and distinguished between HR-FSE and other modalities.,0.32608695652173914,examined|the|were|capable|of|detecting|subjects|distinguished,8,VERB|DET|AUX|ADJ|ADP|VERB|NOUN|VERB,mixed,intimal flap,UMLS:C0038925,T017,27510458,27510458
mm_0052800,mm_0052800_p01,synonym_substitution,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","Furthermore , ruscogenin decreased reactive oxygen species ( ROS ) generation and inhibited the mitogen - activated protein kinase ( MAPK ) pathway indium OGD / R - induced bEnd . 3 cells .",0.07936507936507936,indium,1,PROPN,noun,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p02,synonym_substitution,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","Furthermore , ruscogenin lessen reactive oxygen species ( ROS ) generation and inhibited the mitogen - activated protein kinase ( MAPK ) pathway in OGD / R - induced bEnd . 3 cells .",0.09340659340659341,lessen,1,PROPN,noun,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p04,syntactic_reordering,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells., Furthermore",0.14942528735632185,furthermore,1,ADV,modifier,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p05,controlled_paraphrase,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","Additionally, ruscogenin decreased ROS production and inhibited the mitogen-activated protein kinase (MAPK) pathway in bEnd.3 cells induced by OGD / R.",0.3735632183908046,additionally|production|induced|by|ogd|r,6,ADV|NOUN|VERB|ADP|PROPN|NOUN,mixed,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p06,controlled_paraphrase,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","Moreover, ruscogenin reduced ROS production and inhibited the mitogen-activated protein kinase (MAPK) pathway in bEnd.3 cells induced by OGD / R.",0.3793103448275862,moreover|reduced|production|induced|by|ogd|r,7,ADV|VERB|NOUN|VERB|ADP|PROPN|NOUN,mixed,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p07,back_translation,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","In addition, ruscogenin reduced the production of reactive oxygen species (ROS) and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD/R-induced bEnd.3 cells.",0.26136363636363635,in|addition|reduced|the|production|of,6,ADP|NOUN|VERB|DET|NOUN|ADP,mixed,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0052800,mm_0052800_p08,back_translation,"Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells.","Ruscogenin Attenuates Cerebral Ischemia -Induced Blood-Brain Barrier Dysfunction by Suppressing TXNIP / NLRP3 Inflammasome Activation and the MAPK Pathway Ruscogenin, an important steroid sapogenin derived from Ophiopogon japonicus, has been shown to inhibit cerebral ischemic injury. However, its potential molecular action on blood-brain barrier (BBB) dysfunction after stroke remains unclear. This study aimed to investigate the effects of ruscogenin on BBB dysfunction and the underlying mechanisms in middle cerebral artery occlusion / reperfusion (MCAO / R)- injured mice and oxygen-glucose deprivation / reoxygenation (OGD / R)- injured mouse brain microvascular endothelial cells (bEnd.3). The results demonstrated that administration of ruscogenin (10 mg/kg) decreased the brain infarction and edema, improved neurological deficits, increased cerebral brain flow (CBF), ameliorated histopathological damage, reduced evans blue (EB) leakage and upregulated the expression of tight junctions (TJs) in MCAO / R - injured mice. Meanwhile, ruscogenin (0.1-10 µM) treatment increased cell viability and trans-endothelial electrical resistance (TEER) value, decreased sodium fluorescein leakage, and modulated the TJs expression in OGD / R -induced bEnd.3 cells. Moreover, ruscogenin also inhibited the expression of interleukin-1β (IL-1β) and caspase-1, and markedly suppressed the expression of Nucleotide-binding domain (NOD)-like receptor family, pyrin domain containing 3 (NLRP3) and thiredoxin-interactive protein (TXNIP) in vivo and in vitro. Furthermore, ruscogenin decreased reactive oxygen species (ROS) generation and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD / R -induced bEnd.3 cells. Our findings provide some new insights into its potential application for the prevention and treatment of ischemic stroke.","In addition, ruscogenin reduced the production of reactive oxygen species (ROS) and inhibited the mitogen-activated protein kinase (MAPK) pathway in OGD/R-induced bEnd.3 cells.",0.26136363636363635,in|addition|reduced|the|production|of,6,ADP|NOUN|VERB|DET|NOUN|ADP,mixed,mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102,T038,27589720,27589720
mm_0188249,mm_0188249_p02,synonym_substitution,LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,"Low-intensity pulsed ultrasound reduces periodontal atrophy in occlusal hypofunctional teeth To clarify whether low-intensity pulsed ultrasound (LIPUS) exposure has recovery effects on the hypofunctional periodontal ligament (PDL) and interradicular alveolar bone (IRAB). Twelve- week -old male Sprague-Dawley rats were divided into three groups (n = 5 each): a normal occlusion (C) group, an occlusal hypofunction (H) group, and an occlusal hypofunction group subjected to LIPUS (HL) treatment. Hypofunctional occlusion of the maxillary first molar (M1) of the H and HL groups was induced by the bite-raising technique. Only the HL group was irradiated with LIPUS for 5 days. The IRAB and PDL of M1 were examined by microcomputed tomography (micro-CT) analysis. To quantify mRNA expression of cytokines involved in PDL proliferation and development, real-time reverse transcription quantitative PCR (qRT-PCR) was performed for twist family bHLH transcription factor 1 (Twist1), periostin, and connective tissue growth factor (CTGF) in the PDL samples. Micro-CT analysis showed that the PDL volume was decreased in the H group compared with that of the C and HL groups. Both bone volume per tissue volume (BV / TV) of IRAB was decreased in the H group compared with that in the C group. LIPUS exposure restored BV / TV in the IRAB of the HL group. qRT-PCR analysis showed that Twist1, periostin, and CTGF mRNA levels were decreased in the H group and increased in the HL group. LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.",LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF face to promote PDL healing after induction of occlusal hypofunction .,0.053475935828877004,face,1,VERB,verb,atrophic,UMLS:C0333641,T038,28463085,28463085
mm_0188249,mm_0188249_p05,controlled_paraphrase,LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,"Low-intensity pulsed ultrasound reduces periodontal atrophy in occlusal hypofunctional teeth To clarify whether low-intensity pulsed ultrasound (LIPUS) exposure has recovery effects on the hypofunctional periodontal ligament (PDL) and interradicular alveolar bone (IRAB). Twelve- week -old male Sprague-Dawley rats were divided into three groups (n = 5 each): a normal occlusion (C) group, an occlusal hypofunction (H) group, and an occlusal hypofunction group subjected to LIPUS (HL) treatment. Hypofunctional occlusion of the maxillary first molar (M1) of the H and HL groups was induced by the bite-raising technique. Only the HL group was irradiated with LIPUS for 5 days. The IRAB and PDL of M1 were examined by microcomputed tomography (micro-CT) analysis. To quantify mRNA expression of cytokines involved in PDL proliferation and development, real-time reverse transcription quantitative PCR (qRT-PCR) was performed for twist family bHLH transcription factor 1 (Twist1), periostin, and connective tissue growth factor (CTGF) in the PDL samples. Micro-CT analysis showed that the PDL volume was decreased in the H group compared with that of the C and HL groups. Both bone volume per tissue volume (BV / TV) of IRAB was decreased in the H group compared with that in the C group. LIPUS exposure restored BV / TV in the IRAB of the HL group. qRT-PCR analysis showed that Twist1, periostin, and CTGF mRNA levels were decreased in the H group and increased in the HL group. LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.","The atrophic changes of alveolar bone were reduced by LIPUS exposure, which led to the upregulation of periostin and CTGF expression and the promotion of PDL healing after occlusal hypofunction.",0.4536082474226804,were|reduced|lipus|exposure|which|led|to|and|the|promotion|of,11,AUX|VERB|ADJ|NOUN|PRON|VERB|ADP|CCONJ|DET|NOUN|ADP,mixed,atrophic,UMLS:C0333641,T038,28463085,28463085
mm_0188249,mm_0188249_p06,controlled_paraphrase,LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,"Low-intensity pulsed ultrasound reduces periodontal atrophy in occlusal hypofunctional teeth To clarify whether low-intensity pulsed ultrasound (LIPUS) exposure has recovery effects on the hypofunctional periodontal ligament (PDL) and interradicular alveolar bone (IRAB). Twelve- week -old male Sprague-Dawley rats were divided into three groups (n = 5 each): a normal occlusion (C) group, an occlusal hypofunction (H) group, and an occlusal hypofunction group subjected to LIPUS (HL) treatment. Hypofunctional occlusion of the maxillary first molar (M1) of the H and HL groups was induced by the bite-raising technique. Only the HL group was irradiated with LIPUS for 5 days. The IRAB and PDL of M1 were examined by microcomputed tomography (micro-CT) analysis. To quantify mRNA expression of cytokines involved in PDL proliferation and development, real-time reverse transcription quantitative PCR (qRT-PCR) was performed for twist family bHLH transcription factor 1 (Twist1), periostin, and connective tissue growth factor (CTGF) in the PDL samples. Micro-CT analysis showed that the PDL volume was decreased in the H group compared with that of the C and HL groups. Both bone volume per tissue volume (BV / TV) of IRAB was decreased in the H group compared with that in the C group. LIPUS exposure restored BV / TV in the IRAB of the HL group. qRT-PCR analysis showed that Twist1, periostin, and CTGF mRNA levels were decreased in the H group and increased in the HL group. LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.","The atrophic changes of alveolar bone were reduced by LIPUS exposure, which stimulated the upregulation of periostin and CTGF expression to promote PDL healing after occlusal hypofunction.",0.42021276595744683,were|reduced|lipus|exposure|which|stimulated,6,AUX|VERB|ADJ|NOUN|PRON|VERB,mixed,atrophic,UMLS:C0333641,T038,28463085,28463085
mm_0188249,mm_0188249_p07,back_translation,LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,"Low-intensity pulsed ultrasound reduces periodontal atrophy in occlusal hypofunctional teeth To clarify whether low-intensity pulsed ultrasound (LIPUS) exposure has recovery effects on the hypofunctional periodontal ligament (PDL) and interradicular alveolar bone (IRAB). Twelve- week -old male Sprague-Dawley rats were divided into three groups (n = 5 each): a normal occlusion (C) group, an occlusal hypofunction (H) group, and an occlusal hypofunction group subjected to LIPUS (HL) treatment. Hypofunctional occlusion of the maxillary first molar (M1) of the H and HL groups was induced by the bite-raising technique. Only the HL group was irradiated with LIPUS for 5 days. The IRAB and PDL of M1 were examined by microcomputed tomography (micro-CT) analysis. To quantify mRNA expression of cytokines involved in PDL proliferation and development, real-time reverse transcription quantitative PCR (qRT-PCR) was performed for twist family bHLH transcription factor 1 (Twist1), periostin, and connective tissue growth factor (CTGF) in the PDL samples. Micro-CT analysis showed that the PDL volume was decreased in the H group compared with that of the C and HL groups. Both bone volume per tissue volume (BV / TV) of IRAB was decreased in the H group compared with that in the C group. LIPUS exposure restored BV / TV in the IRAB of the HL group. qRT-PCR analysis showed that Twist1, periostin, and CTGF mRNA levels were decreased in the H group and increased in the HL group. LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.",LIPUS exposure reduced atrophic changes in the alveolar bone by inducing the upregulation of periostatin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,0.06349206349206349,in|the|periostatin,3,ADP|DET|NOUN,mixed,atrophic,UMLS:C0333641,T038,28463085,28463085
mm_0188249,mm_0188249_p08,back_translation,LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,"Low-intensity pulsed ultrasound reduces periodontal atrophy in occlusal hypofunctional teeth To clarify whether low-intensity pulsed ultrasound (LIPUS) exposure has recovery effects on the hypofunctional periodontal ligament (PDL) and interradicular alveolar bone (IRAB). Twelve- week -old male Sprague-Dawley rats were divided into three groups (n = 5 each): a normal occlusion (C) group, an occlusal hypofunction (H) group, and an occlusal hypofunction group subjected to LIPUS (HL) treatment. Hypofunctional occlusion of the maxillary first molar (M1) of the H and HL groups was induced by the bite-raising technique. Only the HL group was irradiated with LIPUS for 5 days. The IRAB and PDL of M1 were examined by microcomputed tomography (micro-CT) analysis. To quantify mRNA expression of cytokines involved in PDL proliferation and development, real-time reverse transcription quantitative PCR (qRT-PCR) was performed for twist family bHLH transcription factor 1 (Twist1), periostin, and connective tissue growth factor (CTGF) in the PDL samples. Micro-CT analysis showed that the PDL volume was decreased in the H group compared with that of the C and HL groups. Both bone volume per tissue volume (BV / TV) of IRAB was decreased in the H group compared with that in the C group. LIPUS exposure restored BV / TV in the IRAB of the HL group. qRT-PCR analysis showed that Twist1, periostin, and CTGF mRNA levels were decreased in the H group and increased in the HL group. LIPUS exposure reduced the atrophic changes of alveolar bone by inducing the upregulation of periostin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.",LIPUS exposure reduced atrophic changes in the alveolar bone by inducing the upregulation of periostatin and CTGF expression to promote PDL healing after induction of occlusal hypofunction.,0.06349206349206349,in|the|periostatin,3,ADP|DET|NOUN,mixed,atrophic,UMLS:C0333641,T038,28463085,28463085
