instance_id,model_name,perturbation_type,linguistic_category,mean_lexical_change_magnitude,n_variants,n_clusters,cluster_distribution,semantic_entropy,normalised_semantic_entropy,mean_accuracy
mm_0027474,BERT-base,back_translation,mixed,0.16976127320954906,3,2,"{""C0280321"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027474,BioBERT,back_translation,mixed,0.16976127320954906,3,2,"{""C0280324"": 1, ""C1431519"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027474,PubMedBERT,back_translation,mixed,0.16976127320954906,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0027509,BERT-base,back_translation,mixed,0.21951219512195122,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0027509,BERT-base,controlled_paraphrase,mixed,0.14391143911439114,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0027509,BioBERT,back_translation,mixed,0.21951219512195122,3,1,"{""C1312419"": 3}",-0.0,-0.0,0.0
mm_0027509,BioBERT,controlled_paraphrase,mixed,0.14391143911439114,3,2,"{""C1312419"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027509,PubMedBERT,back_translation,mixed,0.21951219512195122,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0027509,PubMedBERT,controlled_paraphrase,mixed,0.14391143911439114,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027520,BERT-base,back_translation,mixed,0.14948453608247422,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0027520,BERT-base,controlled_paraphrase,mixed,0.34269725177304966,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0027520,BERT-base,synonym_substitution,verb,0.05851063829787234,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0027520,BERT-base,syntactic_reordering,mixed,0.13829787234042554,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0027520,BioBERT,back_translation,mixed,0.14948453608247422,3,2,"{""C0034885"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027520,BioBERT,controlled_paraphrase,mixed,0.34269725177304966,3,2,"{""C0034885"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0027520,BioBERT,synonym_substitution,verb,0.05851063829787234,2,1,"{""C0034885"": 2}",-0.0,-0.0,0.0
mm_0027520,BioBERT,syntactic_reordering,mixed,0.13829787234042554,3,1,"{""C0034885"": 3}",-0.0,-0.0,0.0
mm_0027520,PubMedBERT,back_translation,mixed,0.14948453608247422,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0027520,PubMedBERT,controlled_paraphrase,mixed,0.34269725177304966,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0027520,PubMedBERT,synonym_substitution,verb,0.05851063829787234,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0027520,PubMedBERT,syntactic_reordering,mixed,0.13829787234042554,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0028097,BERT-base,synonym_substitution,noun,0.060744810744810744,3,1,"{""C1134421"": 3}",-0.0,-0.0,0.0
mm_0028097,BERT-base,syntactic_reordering,mixed,0.5747126436781609,2,1,"{""C1134421"": 2}",-0.0,-0.0,0.0
mm_0028097,BioBERT,synonym_substitution,noun,0.060744810744810744,3,2,"{""C0265267"": 1, ""UMLS:C1015514"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0028097,BioBERT,syntactic_reordering,mixed,0.5747126436781609,2,2,"{""C0265267"": 1, ""C0006121"": 1}",1.0,1.0,0.0
mm_0028097,PubMedBERT,synonym_substitution,noun,0.060744810744810744,3,1,"{""UMLS:C0242724"": 3}",-0.0,-0.0,0.0
mm_0028097,PubMedBERT,syntactic_reordering,mixed,0.5747126436781609,2,1,"{""UMLS:C0242724"": 2}",-0.0,-0.0,0.0
mm_0028311,BERT-base,back_translation,modifier,0.11538461538461539,3,2,"{""C1136156"": 1, ""UMLS:C1283169"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0028311,BERT-base,synonym_substitution,verb,0.09401709401709402,3,1,"{""C1136156"": 3}",-0.0,-0.0,0.0
mm_0028311,BioBERT,back_translation,modifier,0.11538461538461539,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0028311,BioBERT,synonym_substitution,verb,0.09401709401709402,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0028311,PubMedBERT,back_translation,modifier,0.11538461538461539,3,1,"{""UMLS:C0035363"": 3}",-0.0,-0.0,0.0
mm_0028311,PubMedBERT,synonym_substitution,verb,0.09401709401709402,3,1,"{""UMLS:C0035363"": 3}",-0.0,-0.0,0.0
mm_0028386,BERT-base,back_translation,mixed,0.1875,3,1,"{""C1257965"": 3}",-0.0,-0.0,0.0
mm_0028386,BERT-base,controlled_paraphrase,mixed,0.5932203389830508,2,2,"{""C1257965"": 1, ""C1739108"": 1}",1.0,1.0,0.0
mm_0028386,BERT-base,synonym_substitution,noun,0.05934111759799833,3,1,"{""C1257965"": 3}",-0.0,-0.0,0.0
mm_0028386,BERT-base,syntactic_reordering,noun,0.34951456310679613,3,1,"{""C1257965"": 3}",-0.0,-0.0,0.0
mm_0028386,BioBERT,back_translation,mixed,0.1875,3,1,"{""C3888018"": 3}",-0.0,-0.0,0.0
mm_0028386,BioBERT,controlled_paraphrase,mixed,0.5932203389830508,2,1,"{""C3888018"": 2}",-0.0,-0.0,0.0
mm_0028386,BioBERT,synonym_substitution,noun,0.05934111759799833,3,2,"{""C3888018"": 1, ""C0032914"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0028386,BioBERT,syntactic_reordering,noun,0.34951456310679613,3,2,"{""C3888018"": 1, ""C0032914"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0028386,PubMedBERT,back_translation,mixed,0.1875,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0028386,PubMedBERT,controlled_paraphrase,mixed,0.5932203389830508,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0028386,PubMedBERT,synonym_substitution,noun,0.05934111759799833,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0028386,PubMedBERT,syntactic_reordering,noun,0.34951456310679613,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0028492,BERT-base,back_translation,mixed,0.35403726708074534,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0028492,BERT-base,controlled_paraphrase,mixed,0.3351645157539821,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0028492,BERT-base,synonym_substitution,modifier,0.05660377358490566,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0028492,BERT-base,synonym_substitution,noun,0.1111111111111111,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0028492,BioBERT,back_translation,mixed,0.35403726708074534,3,1,"{""C1868801"": 3}",-0.0,-0.0,0.0
mm_0028492,BioBERT,controlled_paraphrase,mixed,0.3351645157539821,3,1,"{""C1868801"": 3}",-0.0,-0.0,0.0
mm_0028492,BioBERT,synonym_substitution,modifier,0.05660377358490566,2,1,"{""C1868801"": 2}",-0.0,-0.0,0.0
mm_0028492,BioBERT,synonym_substitution,noun,0.1111111111111111,2,1,"{""C1868801"": 2}",-0.0,-0.0,0.0
mm_0028492,PubMedBERT,back_translation,mixed,0.35403726708074534,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0028492,PubMedBERT,controlled_paraphrase,mixed,0.3351645157539821,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0028492,PubMedBERT,synonym_substitution,modifier,0.05660377358490566,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0028492,PubMedBERT,synonym_substitution,noun,0.1111111111111111,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0028536,BERT-base,syntactic_reordering,mixed,0.5075757575757576,3,1,"{""C1312419"": 3}",-0.0,-0.0,0.0
mm_0028536,BioBERT,syntactic_reordering,mixed,0.5075757575757576,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0
mm_0028536,PubMedBERT,syntactic_reordering,mixed,0.5075757575757576,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0029538,BERT-base,back_translation,mixed,0.24022346368715083,3,1,"{""UMLS:C0242193"": 3}",-0.0,-0.0,0.0
mm_0029538,BERT-base,controlled_paraphrase,mixed,0.45272206303724927,3,1,"{""UMLS:C0242193"": 3}",-0.0,-0.0,0.0
mm_0029538,BERT-base,synonym_substitution,noun,0.05277777777777778,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,0.0
mm_0029538,BioBERT,back_translation,mixed,0.24022346368715083,3,2,"{""C0027609"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0029538,BioBERT,controlled_paraphrase,mixed,0.45272206303724927,3,1,"{""C0027609"": 3}",-0.0,-0.0,0.0
mm_0029538,BioBERT,synonym_substitution,noun,0.05277777777777778,2,1,"{""C0027609"": 2}",-0.0,-0.0,0.0
mm_0029538,PubMedBERT,back_translation,mixed,0.24022346368715083,3,2,"{""C1447749"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0029538,PubMedBERT,controlled_paraphrase,mixed,0.45272206303724927,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0029538,PubMedBERT,synonym_substitution,noun,0.05277777777777778,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0030505,BERT-base,back_translation,mixed,0.17886178861788618,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0030505,BERT-base,controlled_paraphrase,mixed,0.2768595041322314,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0030505,BERT-base,synonym_substitution,noun,0.11194029850746269,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0030505,BERT-base,synonym_substitution,verb,0.11787072243346007,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0030505,BioBERT,back_translation,mixed,0.17886178861788618,3,1,"{""C0008396"": 3}",-0.0,-0.0,0.0
mm_0030505,BioBERT,controlled_paraphrase,mixed,0.2768595041322314,2,1,"{""C0008396"": 2}",-0.0,-0.0,0.0
mm_0030505,BioBERT,synonym_substitution,noun,0.11194029850746269,2,1,"{""C0008396"": 2}",-0.0,-0.0,0.0
mm_0030505,BioBERT,synonym_substitution,verb,0.11787072243346007,2,1,"{""C0008396"": 2}",-0.0,-0.0,0.0
mm_0030505,PubMedBERT,back_translation,mixed,0.17886178861788618,3,2,"{""C1839576"": 1, ""C0015131"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0030505,PubMedBERT,controlled_paraphrase,mixed,0.2768595041322314,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030505,PubMedBERT,synonym_substitution,noun,0.11194029850746269,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030505,PubMedBERT,synonym_substitution,verb,0.11787072243346007,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030723,BERT-base,controlled_paraphrase,mixed,0.5557619144098512,3,2,"{""C1431519"": 1, ""C1739108"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0030723,BERT-base,synonym_substitution,modifier,0.08620689655172414,2,1,"{""C1431519"": 2}",-0.0,-0.0,0.0
mm_0030723,BERT-base,synonym_substitution,verb,0.08522727272727272,2,1,"{""C1431519"": 2}",-0.0,-0.0,0.0
mm_0030723,BioBERT,controlled_paraphrase,mixed,0.5557619144098512,3,2,"{""C1447749"": 2, ""C0265267"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0030723,BioBERT,synonym_substitution,modifier,0.08620689655172414,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0030723,BioBERT,synonym_substitution,verb,0.08522727272727272,2,2,"{""C1447749"": 1, ""UMLS:C1707887"": 1}",1.0,1.0,0.0
mm_0030723,PubMedBERT,controlled_paraphrase,mixed,0.5557619144098512,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0030723,PubMedBERT,synonym_substitution,modifier,0.08620689655172414,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030723,PubMedBERT,synonym_substitution,verb,0.08522727272727272,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030830,BERT-base,back_translation,unknown,0.13846153846153847,3,2,"{""C0282597"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0030830,BERT-base,synonym_substitution,noun,0.06153846153846154,2,1,"{""C0282597"": 2}",-0.0,-0.0,0.0
mm_0030830,BERT-base,synonym_substitution,verb,0.06153846153846154,2,2,"{""C0282597"": 1, ""UMLS:C1257990"": 1}",1.0,1.0,0.0
mm_0030830,BERT-base,syntactic_reordering,mixed,0.49230769230769234,3,1,"{""C0282597"": 3}",-0.0,-0.0,0.0
mm_0030830,BioBERT,back_translation,unknown,0.13846153846153847,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0030830,BioBERT,synonym_substitution,noun,0.06153846153846154,2,1,"{""UMLS:C1707887"": 2}",-0.0,-0.0,0.0
mm_0030830,BioBERT,synonym_substitution,verb,0.06153846153846154,2,1,"{""UMLS:C1707887"": 2}",-0.0,-0.0,0.0
mm_0030830,BioBERT,syntactic_reordering,mixed,0.49230769230769234,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0030830,PubMedBERT,back_translation,unknown,0.13846153846153847,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0030830,PubMedBERT,synonym_substitution,noun,0.06153846153846154,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030830,PubMedBERT,synonym_substitution,verb,0.06153846153846154,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0030830,PubMedBERT,syntactic_reordering,mixed,0.49230769230769234,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0031319,BERT-base,back_translation,mixed,0.08411214953271028,3,2,"{""C1955876"": 1, ""C1312419"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0031319,BioBERT,back_translation,mixed,0.08411214953271028,3,1,"{""C0008354"": 3}",-0.0,-0.0,0.0
mm_0031319,PubMedBERT,back_translation,mixed,0.08411214953271028,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0031336,BERT-base,back_translation,mixed,0.20618556701030927,3,2,"{""UMLS:C1257990"": 1, ""C0034698"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0031336,BERT-base,controlled_paraphrase,mixed,0.35051546391752575,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0031336,BERT-base,synonym_substitution,modifier,0.05154639175257732,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0031336,BERT-base,synonym_substitution,verb,0.05670103092783505,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0031336,BioBERT,back_translation,mixed,0.20618556701030927,3,1,"{""C0008354"": 3}",-0.0,-0.0,0.0
mm_0031336,BioBERT,controlled_paraphrase,mixed,0.35051546391752575,3,1,"{""C0008354"": 3}",-0.0,-0.0,0.0
mm_0031336,BioBERT,synonym_substitution,modifier,0.05154639175257732,2,1,"{""C0008354"": 2}",-0.0,-0.0,0.0
mm_0031336,BioBERT,synonym_substitution,verb,0.05670103092783505,2,1,"{""C0008354"": 2}",-0.0,-0.0,0.0
mm_0031336,PubMedBERT,back_translation,mixed,0.20618556701030927,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0031336,PubMedBERT,controlled_paraphrase,mixed,0.35051546391752575,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0031336,PubMedBERT,synonym_substitution,modifier,0.05154639175257732,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0031336,PubMedBERT,synonym_substitution,verb,0.05670103092783505,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0031384,BERT-base,back_translation,mixed,0.18618618618618618,3,1,"{""C1312419"": 3}",-0.0,-0.0,0.0
mm_0031384,BERT-base,controlled_paraphrase,mixed,0.49683544303797467,3,2,"{""C1312419"": 2, ""C1447749"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0031384,BERT-base,synonym_substitution,noun,0.08035714285714286,2,1,"{""C1312419"": 2}",-0.0,-0.0,0.0
mm_0031384,BERT-base,synonym_substitution,verb,0.07507507507507508,2,1,"{""C1312419"": 2}",-0.0,-0.0,0.0
mm_0031384,BioBERT,back_translation,mixed,0.18618618618618618,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0031384,BioBERT,controlled_paraphrase,mixed,0.49683544303797467,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0031384,BioBERT,synonym_substitution,noun,0.08035714285714286,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0031384,BioBERT,synonym_substitution,verb,0.07507507507507508,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0031384,PubMedBERT,back_translation,mixed,0.18618618618618618,3,1,"{""C0059438"": 3}",-0.0,-0.0,0.0
mm_0031384,PubMedBERT,controlled_paraphrase,mixed,0.49683544303797467,3,2,"{""C0059438"": 2, ""UMLS:C1257990"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0031384,PubMedBERT,synonym_substitution,noun,0.08035714285714286,2,1,"{""C0059438"": 2}",-0.0,-0.0,0.0
mm_0031384,PubMedBERT,synonym_substitution,verb,0.07507507507507508,2,2,"{""C0059438"": 1, ""C1839576"": 1}",1.0,1.0,0.0
mm_0032024,BERT-base,back_translation,verb,0.189873417721519,3,1,"{""UMLS:C0242193"": 3}",-0.0,-0.0,1.0
mm_0032024,BERT-base,controlled_paraphrase,mixed,0.2185430463576159,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,BERT-base,controlled_paraphrase,verb,0.3708609271523179,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,BERT-base,synonym_substitution,noun,0.05660377358490566,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,BioBERT,back_translation,verb,0.189873417721519,3,1,"{""UMLS:C0242193"": 3}",-0.0,-0.0,1.0
mm_0032024,BioBERT,controlled_paraphrase,mixed,0.2185430463576159,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,BioBERT,controlled_paraphrase,verb,0.3708609271523179,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,BioBERT,synonym_substitution,noun,0.05660377358490566,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,PubMedBERT,back_translation,verb,0.189873417721519,3,1,"{""UMLS:C0242193"": 3}",-0.0,-0.0,1.0
mm_0032024,PubMedBERT,controlled_paraphrase,mixed,0.2185430463576159,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,PubMedBERT,controlled_paraphrase,verb,0.3708609271523179,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032024,PubMedBERT,synonym_substitution,noun,0.05660377358490566,2,1,"{""UMLS:C0242193"": 2}",-0.0,-0.0,1.0
mm_0032896,BERT-base,controlled_paraphrase,mixed,0.5027472527472527,3,1,"{""C0034698"": 3}",-0.0,-0.0,0.0
mm_0032896,BioBERT,controlled_paraphrase,mixed,0.5027472527472527,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0
mm_0032896,PubMedBERT,controlled_paraphrase,mixed,0.5027472527472527,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0033033,BERT-base,back_translation,mixed,0.18994413407821228,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0033033,BERT-base,synonym_substitution,function_word,0.08433734939759036,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0033033,BERT-base,synonym_substitution,verb,0.07100591715976332,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0033033,BioBERT,back_translation,mixed,0.18994413407821228,3,1,"{""C0027609"": 3}",-0.0,-0.0,0.0
mm_0033033,BioBERT,synonym_substitution,function_word,0.08433734939759036,2,1,"{""C0027609"": 2}",-0.0,-0.0,0.0
mm_0033033,BioBERT,synonym_substitution,verb,0.07100591715976332,2,1,"{""C0027609"": 2}",-0.0,-0.0,0.0
mm_0033033,PubMedBERT,back_translation,mixed,0.18994413407821228,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0033033,PubMedBERT,synonym_substitution,function_word,0.08433734939759036,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0033033,PubMedBERT,synonym_substitution,verb,0.07100591715976332,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0033615,BERT-base,back_translation,mixed,0.15426997245179064,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0033615,BERT-base,controlled_paraphrase,mixed,0.34573002754820936,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0033615,BERT-base,synonym_substitution,noun,0.05804749340369393,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0033615,BioBERT,back_translation,mixed,0.15426997245179064,3,2,"{""C1370369"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0033615,BioBERT,controlled_paraphrase,mixed,0.34573002754820936,3,2,"{""C1370369"": 1, ""C1312419"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0033615,BioBERT,synonym_substitution,noun,0.05804749340369393,2,2,"{""C1370369"": 1, ""C0008396"": 1}",1.0,1.0,0.0
mm_0033615,PubMedBERT,back_translation,mixed,0.15426997245179064,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0033615,PubMedBERT,controlled_paraphrase,mixed,0.34573002754820936,3,2,"{""C1447749"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0033615,PubMedBERT,synonym_substitution,noun,0.05804749340369393,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0034026,BERT-base,synonym_substitution,noun,0.0972972972972973,2,1,"{""UMLS:C0038467"": 2}",-0.0,-0.0,0.0
mm_0034026,BERT-base,synonym_substitution,verb,0.09444444444444444,2,1,"{""UMLS:C0038467"": 2}",-0.0,-0.0,0.0
mm_0034026,BioBERT,synonym_substitution,noun,0.0972972972972973,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0034026,BioBERT,synonym_substitution,verb,0.09444444444444444,2,2,"{""UMLS:C1257990"": 1, ""UMLS:C0038467"": 1}",1.0,1.0,0.0
mm_0034026,PubMedBERT,synonym_substitution,noun,0.0972972972972973,2,1,"{""UMLS:C0038467"": 2}",-0.0,-0.0,0.0
mm_0034026,PubMedBERT,synonym_substitution,verb,0.09444444444444444,2,1,"{""UMLS:C0038467"": 2}",-0.0,-0.0,0.0
mm_0034135,BERT-base,back_translation,mixed,0.1111111111111111,3,1,"{""C0040048"": 3}",-0.0,-0.0,0.0
mm_0034135,BERT-base,controlled_paraphrase,mixed,0.125,3,1,"{""C0040048"": 3}",-0.0,-0.0,0.0
mm_0034135,BERT-base,synonym_substitution,modifier,0.06451612903225806,2,1,"{""C0040048"": 2}",-0.0,-0.0,0.0
mm_0034135,BERT-base,synonym_substitution,verb,0.0593607305936073,2,1,"{""C0040048"": 2}",-0.0,-0.0,0.0
mm_0034135,BioBERT,back_translation,mixed,0.1111111111111111,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0034135,BioBERT,controlled_paraphrase,mixed,0.125,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0034135,BioBERT,synonym_substitution,modifier,0.06451612903225806,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0034135,BioBERT,synonym_substitution,verb,0.0593607305936073,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0034135,PubMedBERT,back_translation,mixed,0.1111111111111111,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0034135,PubMedBERT,controlled_paraphrase,mixed,0.125,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0034135,PubMedBERT,synonym_substitution,modifier,0.06451612903225806,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0034135,PubMedBERT,synonym_substitution,verb,0.0593607305936073,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0035154,BERT-base,back_translation,mixed,0.19680851063829788,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0035154,BERT-base,controlled_paraphrase,mixed,0.5642201834862385,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0035154,BERT-base,synonym_substitution,verb,0.06900821794438816,3,2,"{""C1447749"": 2, ""UMLS:C1257990"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0035154,BioBERT,back_translation,mixed,0.19680851063829788,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0035154,BioBERT,controlled_paraphrase,mixed,0.5642201834862385,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0035154,BioBERT,synonym_substitution,verb,0.06900821794438816,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0035154,PubMedBERT,back_translation,mixed,0.19680851063829788,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0035154,PubMedBERT,controlled_paraphrase,mixed,0.5642201834862385,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0035154,PubMedBERT,synonym_substitution,verb,0.06900821794438816,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0035353,BERT-base,back_translation,mixed,0.28846153846153844,3,1,"{""C0075128"": 3}",-0.0,-0.0,0.0
mm_0035353,BERT-base,controlled_paraphrase,mixed,0.47115384615384615,3,2,"{""C0075128"": 2, ""C3888046"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0035353,BERT-base,synonym_substitution,modifier,0.05063291139240506,2,1,"{""C0075128"": 2}",-0.0,-0.0,0.0
mm_0035353,BERT-base,synonym_substitution,noun,0.057692307692307696,2,1,"{""C0075128"": 2}",-0.0,-0.0,0.0
mm_0035353,BERT-base,syntactic_reordering,modifier,0.1282051282051282,2,2,"{""C0075128"": 1, ""UMLS:C1257990"": 1}",1.0,1.0,0.0
mm_0035353,BioBERT,back_translation,mixed,0.28846153846153844,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0035353,BioBERT,controlled_paraphrase,mixed,0.47115384615384615,3,2,"{""UMLS:C1257990"": 1, ""C0008396"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0035353,BioBERT,synonym_substitution,modifier,0.05063291139240506,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0035353,BioBERT,synonym_substitution,noun,0.057692307692307696,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
